id|authority_id|name|url|machine_name|sort_name
808|808|Annals of Family Medicine|http://www.annfammed.org/|annals of family medicine|annals of family medicine
809|809|Annals of Genealogical Research|http://www.genlit.org/|annals of genealogical research|annals of genealogical research
810|810|Annals of International Medical and Dental Research|http://aimdrjournal.com/|annals of international medical and dental research|annals of international medical and dental research
811|811|Annual Reviews|http://www.annualreviews.org/|annual reviews|annual reviews
812|812|Anthropological Society of Oxford|http://www.anthro.ox.ac.uk/publications/jaso/|anthropological society of oxford|anthropological society of oxford
813|813|Antiquity Publications|http://antiquity.ac.uk/|antiquity publications|antiquity publications
814|814|Anton Melik Geographical Institute|http://giam.zrc-sazu.si/|anton melik geographical institute|anton melik geographical institute
815|815|ANU E Press|http://epress.anu.edu.au/|anu e press|anu e press
816|816|ANZAMEMS|http://www.anzamems.org/|anzamems|anzamems
817|817|AO Research Institute Davos|https://www.aofoundation.org/Structure/research/exploratory-applied-research/research-institute/Pages/exploratory-applied-research.aspx|ao research institute davos|ao research institute davos
818|818|AOAC International|http://www.aoac.org/iMIS15_Prod/AOAC|aoac international|aoac international
819|819|AOSIS|http://www.aosis.co.za/publishing|aosis|aosis
820|820|Aphra Behn Society|http://www.aphrabehn.org/|aphra behn society|aphra behn society
821|821|Applied Probability Trust|http://www.appliedprobability.org/|applied probability trust|applied probability trust
822|822|Aprofema|http://www.aprofema.cz/|aprofema|aprofema
823|823|Aracne editrice|http://www.aracneeditrice.it/aracneweb/|aracne editrice|aracne editrice
824|824|Archaeological Institute of America|http://www.archaeological.org/|archaeological institute of america|archaeological institute of america
825|825|Archives of Budo|http://archbudo.com/|archives of budo|archives of budo
826|826|Arctic Institute of North America|http://www.arctic.ucalgary.ca/|arctic institute of north america|arctic institute of north america
827|827|Arizona State University, Mary Lou Fulton Teachers College|http://education.asu.edu/|arizona state university mary lou fulton teachers college|arizona state university mary lou fulton teachers college
828|828|ARLIS UK and Ireland|http://www.arlis.org.uk/|arlis uk and ireland|arlis uk and ireland
829|599|Armand Colin|http://www.armand-colin.com/|armand colin|armand colin
830|830|Arnold Publishers|http://www.arnoldpublishers.com/|arnold publishers|arnold publishers
831|831|Arquimed|http://www.arquimed.org/|arquimed|arquimed
832|832|Arquivo Municipal Alfredo Pimenta|http://www.csarmento.uminho.pt/amap.asp|arquivo municipal alfredo pimenta|arquivo municipal alfredo pimenta
833|833|Arr|http://www.arrvev.com/|arr|arr
834|834|ARRB Group|http://www.arrb.com.au/|arrb group|arrb group
835|835|Ars Aequi|http://www.arsaequi.nl/|ars aequi|ars aequi
836|836|Art in Print|http://artinprint.org/|art in print|art in print
837|837|ASCD|http://www.ascd.org/|ascd|ascd
838|838|Asesorías y Tutorías para la Investigación Científica en la Educación Puig-Salabarría S.C.|http://www.asesoriasytutoriaspuig-salabarria.com/|asesor as y tutor as para la investigaci n cient fica en la educaci n puig salabarr a s c|asesor as y tutor as para la investigaci n cient fica en la educaci n puig salabarr a s c
839|2801|Ashgate Publishing Ltd (Blue)|http://www.ashgate.com/|ashgate publishing ltd blue|ashgate publishing ltd blue
840|840|Asian Network for Scientific Information|http://www.ansinet.com/|asian network for scientific information|asian network for scientific information
841|841|ASM International|http://www.asminternational.org/|asm international|asm international
842|842|Asociación Cientifica ICONO 14|http://www.icono14.es/|asociaci n cientifica icono 14|asociaci n cientifica icono 14
843|843|Asociacion Coloumbiana de Profesores de Ingles|http://www.asocopi.org/|asociacion coloumbiana de profesores de ingles|asociacion coloumbiana de profesores de ingles
844|844|Asociacion Cuadernos de Economia|http://web.uam.es/departamentos/economicas/analecon/analisis_economico_es/cuadernos_de_economia/|asociacion cuadernos de economia|asociacion cuadernos de economia
845|845|Asociacion de Economia Aplicadad|http://www.asepelt.org/|asociacion de economia aplicadad|asociacion de economia aplicadad
846|846|Asociacion de Profesionales Independientes de la Arqueologia de Asturias|http://www.asociacionapiaa.com/|asociacion de profesionales independientes de la arqueologia de asturias|asociacion de profesionales independientes de la arqueologia de asturias
847|847|Asociación de Profesores Amigos de la Ciencia Eureka|http://reuredc.uca.es/index.php/tavira/|asociaci n de profesores amigos de la ciencia eureka|asociaci n de profesores amigos de la ciencia eureka
848|848|Asociacion Didactica Andalucia|http://www.journalshr.com/|asociacion didactica andalucia|asociacion didactica andalucia
849|849|Asociación Española de Comprensión Lectora|http://www.comprensionlectora.es/|asociaci n espa ola de comprensi n lectora|asociaci n espa ola de comprensi n lectora
850|850|Asociación Española de Contabilidad y Administración de Empresas|http://www.aeca.es/aeca/aeca/aeca.htm|asociaci n espa ola de contabilidad y administraci n de empresas|asociaci n espa ola de contabilidad y administraci n de empresas
851|851|Asociacion Espanola de Documentacion e Informacion|http://www.sedic.es/|asociacion espanola de documentacion e informacion|asociacion espanola de documentacion e informacion
852|852|Asociación Española de Psicología Conductual|http://www.aepc.es/web2/|asociaci n espa ola de psicolog a conductual|asociaci n espa ola de psicolog a conductual
853|853|Asociación Herpetológica Argentina|http://www.aha.org.ar/en|asociaci n herpetol gica argentina|asociaci n herpetol gica argentina
854|854|Asociacion Historia Abierta|http://historiaabierta.org/|asociacion historia abierta|asociacion historia abierta
855|855|Asociación Hombre y Territorio|http://hombreyterritorio.org/|asociaci n hombre y territorio|asociaci n hombre y territorio
